File,api_summary,Gavin #1,Andrew #1,Gavin #2,Andrew #2
cloned/tribunals-case-api/src/IntegrationTests/java/uk/gov/hmcts/reform/sscs/tyanotifications/tya/ReminderTestController.java,This file defines a REST API endpoint for sending reminder notifications. It uses the POST method to send a reminder notification to a specific URL path. The endpoint is used to simulate the response that is received when the reminder service executes.,Yes,,Yes,
cloned/pravega/controller/src/main/java/io/pravega/controller/server/rest/generated/api/ScopesApi.java,"This file defines a set of REST API endpoints for managing scopes, streams, and reader groups in a Pravega controller. It allows for the creation, deletion, and modification of scopes, streams, and reader groups. It also provides endpoints for fetching the properties of scopes, streams, and reader groups, as well as listing all available scopes, streams, and reader groups within a given scope.",Yes,,Yes,
cloned/pravega/controller/src/main/java/io/pravega/controller/server/rest/generated/api/ScopesApiService.java,"This file defines a set of REST API endpoints for managing scopes, streams, and reader groups in a Pravega controller. It allows for the creation, deletion, and modification of scopes, streams, and reader groups. It also provides endpoints for retrieving scaling events, stream states, and other related information.",Yes,,Yes,
cloned/abixen-platform/abixen-platform-core/src/main/java/com/abixen/platform/core/interfaces/web/admin/RoleController.java,"This file defines a REST API for managing roles in the Abixen Systems platform. It provides endpoints for creating, retrieving, updating, and deleting roles, as well as for managing permissions associated with each role.",Yes,,Yes,
cloned/abixen-platform/abixen-platform-web-client/src/main/web/control-panel/modules/permission/javascript/permission.factory.js,This API endpoint is used to interact with the '/api/control-panel/permissions/:id' endpoint. It allows for querying and updating permissions.,Yes,,Yes,
cloned/train-ticket/ts-ticket-office-service/node_modules/mongodb/lib/sdam/topology.js,"This file defines a MongoDB topology class, which is a container of server instances representing a connection to a MongoDB database. It includes methods for connecting, closing, and selecting servers. It also includes methods for handling server descriptions and session support.",Yes,,No,
cloned/train-ticket/ts-ticket-office-service/node_modules/commander/index.js,"This file is a command-line interface for a Node.js application. It provides several commands and options for controlling the application's behavior. The commands include setup, exec, teardown, and a catch-all command for deploying the given environment. The options include changing the working directory, setting the config path, ignoring test hooks, adding pepper, removing cheese, changing the working directory, and adding cheese. The file also includes helpers for normalizing command-line arguments and parsing options.",Yes,,No,
cloned/train-ticket/ts-price-service/src/test/java/price/controller/PriceControllerTest.java,"This file defines a set of REST API endpoints for a Price Service. The Price Service provides endpoints for querying, creating, updating, and deleting price configurations. It also includes a welcome endpoint for testing purposes.",Yes,,No,
cloned/train-ticket/ts-ui-dashboard/static/js/sso.js,"This file contains several REST API endpoints for managing user accounts and login sessions. It includes endpoints for refreshing account lists, updating account details, refreshing login account lists, kicking off login sessions, and logging out. These endpoints are used to manage user accounts and login sessions in a single microservice test.",Yes,,Yes,
cloned/train-ticket/ts-rebook-service/src/main/java/rebook/service/RebookServiceImpl.java,"This file defines several REST API endpoints for a rebooking service. It includes endpoints for rebooking a ticket, paying the difference in price, and updating an order. The endpoints are used to manage the booking process, including checking the availability of seats, dispatching seats, and updating the order information. The endpoints are used in the context of a train booking system, where users can rebook their tickets, pay the difference in price, and update their order information.",Yes,,Yes,
cloned/train-ticket/ts-food-service/src/main/java/foodsearch/controller/FoodController.java,"This API provides endpoints for managing food orders. It allows users to create, read, update, and delete food orders. It also includes a test endpoint for sending delivery messages and an endpoint to get all food items for a specific trip.",Yes,,Yes,
cloned/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,"This file defines a UserService interface that provides several REST API endpoints for managing user data. These endpoints include saving, retrieving, updating, and deleting user data. They also allow for searching users by username or user ID.",Yes,,Yes,
cloned/train-ticket/ts-travel2-service/src/main/java/travel2/config/SecurityConfig.java,"This configuration file sets up the security for the Travel2 application. It includes configurations for password encoding, CORS, and HTTP security. It also defines some endpoints for the application.",Yes,,Yes,
cloned/train-ticket/ts-consign-service/src/test/java/consign/controller/ConsignControllerTest.java,"This file contains a set of unit tests for the ConsignController class. It defines several REST API endpoints for testing the functionality of the ConsignController. These endpoints include a home endpoint, endpoints for inserting, updating, and querying consignments by account ID, order ID, and consignee.",Yes,,Yes,
cloned/train-ticket/ts-consign-price-service/src/main/java/consignprice/service/ConsignPriceService.java,"This file defines a REST API service for managing consign price information. It provides endpoints for getting price by weight and region, querying price information, creating and modifying price, and getting price configuration.",Yes,,Yes,
cloned/train-ticket/ts-admin-user-service/src/main/java/adminuser/controller/AdminUserController.java,"This file defines a REST API for managing users. It includes endpoints for getting all users, updating a user, adding a user, and deleting a user. The API is designed to be used by administrators to manage users in the system.",Yes,,Yes,
cloned/train-ticket/ts-auth-service/src/main/java/auth/controller/AuthController.java,"This file defines a REST API for user authentication. It includes a GET method to check if the API is running and a POST method to create a default user. The GET method is used to check the API's status, while the POST method is used to create a default user with a specific role.",Yes,,Yes,
cloned/moleculer-examples/conduit/services/follows.service.js,"This service provides endpoints for managing user follows. It allows users to follow other users, check if a user is being followed, count the number of follows, and delete a follow. It also includes a method to find a follow by follower or followee.",Yes,,Yes,
cloned/moleculer-examples/tools/ecomm/js/jquery.etalage.min.js,This file defines a jQuery plugin named 'Etalage' which is used to create a zoomable image gallery. It provides a user-friendly interface for browsing and interacting with images. The plugin supports various configurations and customizations to meet the user's needs.,Yes,,Yes,
cloned/besu/evm/src/main/java/org/hyperledger/besu/evm/operation/AbstractExtCallOperation.java,"This file is part of the Hyperledger Besu project, which is an open-source Ethereum client developed under the Apache 2.0 license and written in Java. It does not explicitly define any REST API endpoints.",No,,Yes,
cloned/besu/consensus/ibft/src/main/java/org/hyperledger/besu/consensus/ibft/jsonrpc/methods/IbftGetValidatorsByBlockNumber.java,This file defines a REST API endpoint for retrieving validators by block number. It uses the IBFT (Istanbul Byzantine Fault Tolerance) consensus algorithm to retrieve validators from a specific block in the blockchain.,Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/EthGetUncleCountByBlockHash.java,This file defines a REST API endpoint for getting the uncle count of a block in the Ethereum blockchain. It uses the block hash as a parameter to identify the block.,Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/AdminAddPeer.java,This file defines a REST API endpoint for adding peers to a P2P network. It uses the POST method to add a peer to the network. The URL path is '/admin/addPeer'.,Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/AdminLogsRepairCache.java,This file defines a REST API endpoint for repairing the logs cache. It provides a method to ensure that previous segments of the transaction log bloom cacher are present. This is useful for ensuring the accuracy of the logs cache.,Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/EthProtocolVersion.java,This file defines a REST API endpoint for the Ethereum protocol version. It provides the highest version of the Ethereum protocol supported by the system.,Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/engine/EngineGetPayloadV5.java,"This file defines a REST API endpoint for the Ethereum network. The endpoint is used to retrieve a payload for the Ethereum network. The payload is used in the merge mining process, which is a part of the Ethereum network's transition to Proof of Stake. The endpoint is used by miners to retrieve the payload for the block they are mining.",Yes,,Yes,
cloned/besu/ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/engine/AbstractEngineForkchoiceUpdated.java,"This file defines a REST API endpoint for the engine forkchoice updated method. This endpoint is used to update the forkchoice of the execution engine. The forkchoice is updated based on the provided head block hash, safe block hash, and finalized block hash. The endpoint also allows for the inclusion of optional payload attributes, such as timestamp, prevRandao, suggestedFeeRecipient, withdrawals, and parentBeaconBlockRoot. The endpoint returns a JSON response indicating the status of the update, the new head block hash, the payload identifier, and an optional error message.",Yes,,Yes,
cloned/besu/ethereum/api/src/test/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/engine/EngineGetPayloadBodiesByRangeV1Test.java,This file defines a REST API endpoint for retrieving payload bodies by range in the Hyperledger Besu blockchain. It provides methods to get payload bodies for a range of blocks starting from a specified block number. The API also includes error handling for invalid parameters and requests exceeding the permitted number of blocks.,Yes,,Yes,
cloned/besu/ethereum/p2p/src/test/java/org/hyperledger/besu/ethereum/p2p/discovery/internal/PeerDiscoveryControllerTest.java,"The test file simulates network interactions in a peer-to-peer network. It uses a mocking framework to simulate network interactions, which could be considered as a form of API endpoint.",Yes,,Yes,
cloned/moh-prime/prime-angular-frontend/src/app/core/resources/authorized-user-resource.service.ts,"This file defines a set of REST API endpoints for managing authorized users. These endpoints allow for the creation, retrieval, updating, and deletion of authorized users, as well as their associated sites and site counts. Additionally, these endpoints allow for the activation, approval, and disabling of authorized users.",Yes,,Yes,
cloned/moh-prime/prime-angular-frontend/src/app/modules/adjudication/shared/classes/abstract-site-admin-page.class.ts,"This file defines a set of REST API endpoints for managing and interacting with sites. It includes endpoints for assigning, reassigning, notifying, escalating, approving, rejecting, archiving, restoring, enabling editing, and unrejecting sites. These endpoints are used to manage site-related operations in the system.",Yes,,Yes,
cloned/moh-prime/prime-angular-frontend/src/app/modules/site-registration/shared/guards/organization.guard.ts,This code is a guard class for managing routing in an Angular application. It's used to manage routing based on the state of an organization and its signing authority.,Yes,,Yes,
cloned/wazo-webhookd/wazo_webhookd/plugins/mobile/plugin.py,This file defines a REST API endpoint for mobile notifications. It uses the GET method to retrieve notifications from the '/mobile/notifications' URL path.,Yes,,Yes,
cloned/skywalking-nodejs/src/plugins/AWS2SQSPlugin.ts,"This file defines a REST API endpoint for AWS Simple Queue Service (SQS). It provides functionality to send and receive messages from SQS queues. The API endpoints are defined in the AWS SDK for JavaScript, specifically in the SQS module. The API allows for sending and receiving messages from SQS queues, and it uses HTTP methods such as GET and POST.",Yes,,Yes,
cloned/masterlance/services/facade/server/models/payments.js,"This file defines several REST API endpoints for a payment system. It includes endpoints for fetching a user's balance, fetching transactions, cancelling a transaction, topping up a wallet, and verifying a transaction. These endpoints are used to manage user transactions and wallet balances.",Yes,,Yes,
cloned/goldstone-server/goldstone/core/tests_saved_search_view.py,"This file defines a set of REST API endpoints for managing saved searches. These endpoints allow for the creation, retrieval, updating, and deletion of saved searches. The endpoints are protected, meaning they require a valid token for access. The endpoints are used to manage saved searches, which are used for storing and retrieving search queries.",Yes,,Yes,
cloned/goldstone-server/goldstone/core/views.py,"This file defines several REST API endpoints for managing various models in a Django application. These endpoints include Saved Search, Alert Definition, Alert, Producer, Email Producer, and Monitored Service. They allow for the creation, retrieval, update, and deletion of these models. The Saved Search endpoint also provides a results method to return the results of a defined search.",Yes,,Yes,
cloned/notifier/api/api-client-library/src/main/java/com/sflpro/notifier/api/client/notification/push/impl/PushNotificationResourceClientImpl.java,This file defines a REST API client for push notifications. It provides endpoints for creating push notifications and updating push notification subscriptions.,Yes,,Yes,
cloned/Hobo-Sapiens/src/main/javascript/moteurimmo/tokenserver.js,"This API provides two endpoints for token generation and data decryption. The '/token' endpoint generates a SHA256 HMAC from the request body, excluding the 'token' field. The '/decrypt' endpoint decrypts a given encrypted data using AES-256-CBC.",Yes,,Yes,
cloned/scaffold-cloud/scaffold-route/scaffold-route-operate/src/main/resources/static/static/plugins/ueditor/third-party/highcharts/modules/map.src.js,"This file is a part of the Highcharts library, which is a JavaScript charting library. It provides a map plugin that allows developers to create interactive maps using SVG paths. It also includes features for zooming and panning, and for handling touch events. The file also defines a wrapper for the Chart object with all the default values for a Map.",No,,Yes,
cloned/scaffold-cloud/scaffold-route/scaffold-route-operate/src/main/java/com/cms/scaffold/route/operate/controller/LangController.java,This file defines a REST API endpoint for language switching. The endpoint allows users to change the language of the application. It uses the HTTP GET method to change the language and takes a 'lang' parameter in the URL.,Yes,,Yes,
cloned/os2datascanner/src/os2datascanner/projects/admin/adminapp/urls.py,"This file defines a set of REST API endpoints for a web application. It includes endpoints for various data scanners, such as web, file, dropbox, and Google Drive scanners. It also includes endpoints for managing user groups and rules. The endpoints support various HTTP methods such as GET, POST, and DELETE. The URL paths include the name of the repository and the specific endpoint.",Yes,,Yes,
cloned/growi/apps/app/src/server/models/bookmark-folder.ts,"This file defines a set of REST API endpoints for managing bookmark folders and bookmarks. It includes operations such as creating, deleting, updating, and moving bookmark folders, as well as adding and removing bookmarks from these folders. It also includes operations for adding and removing bookmarks from pages.",Yes,,Yes,
cloned/microprofile-samples/services/book-api/src/main/java/com/microprofile/samples/services/book/client/NumberApiClient.java,This file defines a REST API client for a number generation service. It provides two endpoints: one for generating a number and another for checking the health of the service.,Yes,,Yes,
cloned/go-palletone/vendor/github.com/go-kit/kit/metrics/statsd/statsd.go,"This file defines a StatsD backend for package metrics. It provides functionality to create counters, gauges, and timings, which are sent to a StatsD server. The counters and gauges are aggregated and sent to the server on a regular basis. The timings are collected and sent to the server without aggregation.",No,,Yes,
cloned/go-palletone/vendor/github.com/fsouza/go-dockerclient/swarm_task.go,"This file defines two REST API endpoints for managing tasks in a Docker swarm. The first endpoint, '/tasks', allows for the retrieval of a list of tasks based on provided filters. The second endpoint, '/tasks/{id}', allows for the retrieval of a specific task by its ID.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/prometheus/client_golang/prometheus/histogram.go,"This file defines a histogram metric and related operations in the Prometheus monitoring system. It includes methods for creating, observing, and writing histogram data, as well as a method for creating a new histogram with specific options. It also includes a method for creating a constant histogram with fixed values for the count, sum, and bucket counts. This file does not explicitly define any REST API endpoints.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/ethereum/go-ethereum/trie/secure_trie.go,"This file defines a secure trie data structure, which is a type of data structure used in the Ethereum blockchain. It is used to store and retrieve data in a secure and efficient manner. The trie is a type of search tree, where each node is a key-value pair. The keys are hashed using the keccak256 algorithm, and the values are stored in the trie. The trie is used to store the state of the Ethereum blockchain, which includes the balances of all accounts and the storage of all smart contracts.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/ethereum/go-ethereum/rpc/http.go,"This file defines a REST API for interacting with an Ethereum node. It provides endpoints for sending HTTP requests to the Ethereum node, which can be used to interact with the Ethereum network. The API supports GET and POST methods, and the paths include '/users' and '/users/<built-in function id>'.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/spf13/pflag/int64.go,"This package provides a way to parse command-line flags in Go. It includes functions for parsing and converting string values to int64, and it defines a FlagSet type that can be used to define and parse command-line flags.",No,,Yes,
cloned/go-palletone/vendor/github.com/palletone/fabric-adaptor/internal/github.com/hyperledger/fabric-ca/lib/identity.go,"This file defines a set of REST API endpoints for managing identities and affiliations in a Fabric CA system. It includes endpoints for registering, reenrolling, revoking identities, and managing affiliations. These endpoints are used to interact with the Fabric CA server.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/palletone/eth-adaptor/AdaptorErc20.go,"This file defines a set of REST API endpoints for interacting with the Ethereum blockchain. It provides functionality for creating and managing ERC20 tokens, signing transactions, and interacting with the Ethereum network. It also includes functionality for creating and managing multi-signature wallets.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/palletone/digital-identity/client/caclient.go,"This file defines a REST API client for interacting with a PalletOne Certificate Authority (CA) server. It provides methods for enrollment, registration, certificate retrieval, and identity management. The client supports various HTTP methods such as GET and POST. The endpoints are defined in the Enroll, Register, GetCaCertificateChain, Revoke, GetIndentity, and GetIdentities methods.",Yes,,Yes,
cloned/go-palletone/vendor/github.com/btcsuite/btcd/btcjson/btcdextcmds.go,"This file defines several REST API endpoints for interacting with a blockchain node. It includes endpoints for managing nodes, generating blocks, getting the best block, getting the current network, getting headers, and getting the version of the node. These endpoints are used to interact with the blockchain node programmatically.",Yes,,Yes,
cloned/go-palletone/bdd2/contract/transfercases/transfer.py,"This file defines a set of REST API endpoints for interacting with a blockchain network. It provides methods for getting balance, transferring tokens, and querying the contract. The endpoints are used to interact with the blockchain network, which is a decentralized ledger technology that records the same information in many places at the same time, which helps to prevent fraud and protects against data loss.",Yes,,Yes,
cloned/dd-trace-py/tests/appsec/contrib_appsec/fastapi_app/app.py,"This file defines a REST API with various endpoints. The API includes endpoints for homepage, multi-view, new service, streaming, RASP (Remote Attestation Security Protocol) endpoints, login, and login with SDK. These endpoints are used to perform various operations such as fetching data, streaming data, and authenticating users.",Yes,,No,
cloned/dd-trace-py/tests/appsec/iast_packages/packages/pkg_certifi.py,This file defines a REST API endpoint for the 'certifi' package. The endpoint is '/certifi' and it uses the GET method. The endpoint retrieves the path to the CA bundle of the 'certifi' package.,Yes,,Yes,
cloned/dd-trace-py/tests/appsec/iast_packages/packages/pkg_aiosignal.py,This file defines a REST API endpoint for the aiosignal package. The endpoint is '/aiosignal'. It uses the GET method to retrieve information about the aiosignal package. The endpoint takes a parameter 'package_param' which is used to trigger the signal handlers. The signal handlers are 'handler_1' and 'handler_2'. The results of the signal handlers are returned in the response.,Yes,,Yes,
cloned/dd-trace-py/tests/appsec/iast_packages/packages/pkg_pluggy.py,This file defines a REST API endpoint for the pluggy library. The endpoint is '/pluggy' and it uses the GET method. The endpoint takes a 'package_param' query parameter and uses it to trigger a hook in the pluggy library. The result of the hook is then returned in the response.,Yes,,Yes,
cloned/dd-trace-py/tests/appsec/iast_packages/packages/pkg_pycparser.py,This file defines a REST API endpoint for the pycparser library. The endpoint is accessible at '/pycparser' and accepts GET requests. The endpoint uses the pycparser library to parse a C program and return the Abstract Syntax Tree (AST) of the program.,Yes,,Yes,
cloned/dd-trace-py/tests/appsec/iast_packages/packages/pkg_google_api_python_client.py,This API endpoint is used to interact with the Google Docs API. It retrieves the title of a document using the Google Docs API.,Yes,,Yes,
cloned/iudx-catalogue-server/src/main/java/iudx/catalogue/server/mlayer/service/MlayerService.java,"This API provides endpoints for managing and interacting with Mlayer instances and domains. It includes methods for creating, retrieving, updating, and deleting Mlayer instances and domains, as well as other methods for querying and retrieving data.",Yes,,Yes,
cloned/consent-manager/consent/src/main/java/in/projecteka/consentmanager/consent/ConsentArtefactsController.java,"This file defines a REST API for managing consent artefacts. It provides endpoints for fetching, revoking, and updating consent artefacts. It also includes endpoints for fetching all consent artefacts, and for checking the status of a consent request.",Yes,,Yes,
cloned/xs2a/consent-management/consent-psu-web/src/main/java/de/adorsys/psd2/consent/web/psu/controller/AspspConsentDataPsuApiController.java,"This file defines a REST API for managing ASPSP consent data. It provides endpoints for reading, updating, and deleting ASPSP consent data. The endpoints are used to manage the consent data of the ASPSP.",Yes,,Yes,
cloned/xs2a/consent-management/consent-psu-web/src/test/java/de/adorsys/psd2/consent/web/psu/controller/AspspConsentDataPsuApiControllerTest.java,"This API provides endpoints for managing ASPSP consent data. It allows retrieval, update, and deletion of ASPSP consent data. The endpoints are secured and require a valid consent ID for operation.",Yes,,Yes,
cloned/xs2a/consent-management/consent-xs2a-api/src/main/java/de/adorsys/psd2/consent/api/CmsConsentApi.java,"This API provides endpoints for managing consents in the system. It allows creating, reading, updating, and deleting consents. It also provides endpoints for checking the status of a consent and terminating old consents.",Yes,,Yes,
cloned/xs2a/spi-api/src/main/java/de/adorsys/psd2/xs2a/spi/service/PaymentSpi.java,"This file defines a REST API for managing payments. It provides endpoints for initiating, reading, and executing payments. It also includes endpoints for checking and validating payment confirmation codes.",Yes,,No,
cloned/xs2a/xs2a-impl/src/main/java/de/adorsys/psd2/xs2a/service/payment/create/AbstractCreatePaymentService.java,This file defines a REST API endpoint for initiating a payment. It uses HTTP POST method to create a new payment. The endpoint is '/payment/create'.,Yes,,No,
cloned/wazo-calld/integration_tests/suite/helpers/chan_test.py,"This file defines a set of REST API endpoints for testing ARI channels. It includes endpoints for making calls, answering channels, and sending DTMF signals. These endpoints are used for testing the ARI (Asterisk REST Interface) functionality.",Yes,,Yes,
cloned/skywalking-python/tests/plugin/data/sw_psycopg/services/provider.py,"This API endpoint is designed to handle HTTP POST and GET requests at the '/users' endpoint. It connects to a PostgreSQL database, executes a SQL query, and then returns a JSON response.",Yes,,Yes,
cloned/stoqs/stoqs/loaders/CANON/loadCANON_os2017.py,"This file is a Python script that loads various data sources into a CANONLoader object. It defines several endpoints for loading data from different sources such as Dorado, LRAUV, gliders, wavegliders, moorings, and ships. The data is loaded based on the specified parameters and time range.",No,,Yes,
cloned/stoqs/stoqs/stoqs/views/parameterinfo.py,"This file defines a REST API endpoint for retrieving information about a Parameter from the UI. It supports both Sampled Parameter and Measured Parameter. If vocabulary URIs exist, it provides linkage to them.",,Yes,,Yes
cloned/stoqs/stoqs/static/OpenLayers-2.11/lib/OpenLayers/Ajax.js,"This file defines several REST API endpoints for a client-server communication. It includes functions for loading URLs, parsing XML strings, and handling AJAX requests. The endpoints are used for GET and POST requests to the server. The GET requests are used to load URLs and parse XML strings. The POST requests are used to handle AJAX requests.",,Yes,,Yes
cloned/stoqs/stoqs/static/OpenLayers-2.11/lib/OpenLayers/Control/Snapping.js,"The Openlayers.Control.Snapping class is a control that acts as a snapping agent while editing vector features. It provides functionality for snapping vertices during feature creation and modification. The control can be configured with a list of target layers, each with its own snapping configuration. The control also supports event-based snapping, where snapping can be triggered by other events in the application.",,Yes,,Yes
cloned/stoqs/stoqs/static/OpenLayers-2.11/lib/OpenLayers/Handler/Polygon.js,"This file defines a REST API endpoint for creating, modifying, and deleting polygons on a map. It uses the OpenLayers library to handle the creation, modification, and deletion of polygons. The endpoints are used to interact with the map and the polygons on it.",,Yes,,No
cloned/stoqs/stoqs/static/OpenLayers-2.11/lib/OpenLayers/Handler/Drag.js,"The OpenLayers.Handler.Drag class is a part of the OpenLayers library, which is a JavaScript library for building web mapping applications. It provides a handler for dragging events, which are used to deal with sequences of browser events related to dragging. The handler is used by controls that want to know when a drag sequence begins, when a drag is happening, and when it has finished. It includes methods for handling mouse and touch events, and can also handle document events when the cursor leaves the map viewport while dragging.",,Yes,,Yes
cloned/boulder/vendor/github.com/aws/aws-sdk-go-v2/service/s3/api_op_AbortMultipartUpload.go,"This file defines a REST API endpoint for aborting a multipart upload to an S3 bucket. It allows users to stop an ongoing multipart upload, freeing up storage consumed by previously uploaded parts. The endpoint is designed for use with AWS S3, specifically with directory buckets and S3 on Outposts. It also supports features like request charging and Requester Pays buckets.",,Yes,,Yes
cloned/boulder/vendor/github.com/aws/aws-sdk-go-v2/service/s3/api_op_ListBucketInventoryConfigurations.go,This file defines a REST API endpoint for listing inventory configurations for an S3 bucket. It supports pagination and can return up to 100 configurations at a time. The endpoint requires permissions to perform the s3:GetInventoryConfiguration action. It is used to retrieve the list of inventory configurations for a bucket.,,Yes,,Yes
cloned/boulder/vendor/github.com/redis/go-redis/v9/gears_commands.go,"This file defines a set of REST API endpoints for interacting with a Redis database. These endpoints allow for loading, deleting, listing, and invoking JavaScript functions stored in the Redis database. These functions can be used to perform various operations on the database.",,Yes,,Yes
cloned/kudu/java/kudu-client/src/main/java/org/apache/kudu/client/ConnectToCluster.java,"This file defines a REST API endpoint for connecting to a Kudu cluster. It provides methods to connect to multiple masters and retrieve cluster information. If a master is found to be a leader, it responds with the leader's RPC address. If no leader is found, it responds with an error message.",,Yes,,No
cloned/webix_image_organizer/tagger/sources/services/dashboard/tagTemplatesService.js,"This file defines a REST API service for managing tag templates and their associated values. It provides endpoints for creating, updating, and deleting tags and values. It also includes endpoints for validating and searching tags and values.",,Yes,,No
cloned/webix_image_organizer/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js,"This file defines a ToolbarView class which is a part of a larger system. It is used to create a toolbar for a web-based image annotation application. The toolbar includes various buttons for different annotation tools such as rectangle, ellipse, polygon, point, text, brush, wand, linestring, and raster. The toolbar also includes switches for enabling and disabling drawing and labeling. The class also handles events for these tools and switches.",,Yes,,Yes
cloned/Zeeguu-API/zeeguu/core/model/feed.py,"This file defines a REST API for managing feeds. Feeds are used to represent RSS feeds or other types of content sources. The API allows for creating, retrieving, updating, and deleting feeds. It also provides endpoints for retrieving articles from feeds.",,Yes,,Yes
cloned/Zeeguu-API/zeeguu/core/model/user_watching_session.py,"This file defines a REST API for managing user watching sessions. It includes endpoints for creating, retrieving, and updating user watching sessions. It also includes endpoints for retrieving total watching time for a user and video, and for finding watching sessions by user, video, or cohort.",,Yes,,Yes
cloned/express-typescript-openapi3/template-service/src/lib/circuitBreaker.ts,"This file defines several REST API endpoints. It uses the request-promise library to make HTTP requests and the opossum library to implement circuit breakers. The endpoints are used to fetch, post, put, index and search data. They are used to interact with external services and handle failures gracefully.",,Yes,,Yes
cloned/mip-deployment/config/keycloak/HBPTheme/common/resources/node_modules/bootstrap/js/tooltip.js,"This file defines a tooltip plugin for jQuery, which can be used to display tooltips on elements. It does not define any explicit REST API endpoints.",,Yes,,Yes
cloned/madoc-platform/services/madoc-ts/src/routes/projects/deleteProject.ts,This file defines a REST API endpoint for deleting a project. It uses HTTP DELETE method to delete a project with a specific ID. The endpoint is protected by a middleware that checks if the user has the 'site.admin' scope.,,Yes,,Yes
cloned/madoc-platform/services/madoc-ts/src/routes/iiif/manifests/update-manifest-details.ts,"This file defines a single REST API endpoint for updating manifest details. It uses the PUT HTTP method to update the details of a manifest identified by its ID. The endpoint is protected by a scope check, ensuring only users with the 'site.admin' scope can access it.",,Yes,,Yes
cloned/email-microapi/newsletter_with_frontend/static/newsletter_with_frontend/plugins/ckeditor-4.11.4/plugins/forms/dialogs/button.js,"This file defines a dialog for a button in a CKEditor. The dialog allows users to customize the properties of a button, such as its name, value, and type. It's used in the CKEditor, a rich text editor for web content.",,No,,Yes
cloned/Mayan-EDMS/mayan/apps/smart_settings/urls.py,This file defines three REST API endpoints for managing settings and namespaces. The first endpoint allows for editing a setting by its global name. The second endpoint lists all available namespaces. The third endpoint provides detailed information about a specific namespace.,,Yes,,No
cloned/Mayan-EDMS/mayan/apps/metadata/workflow_actions.py,"This file contains three REST API endpoints that are used to manage metadata for documents. These endpoints allow for adding, editing, and removing metadata from documents. The endpoints are designed to be used in conjunction with the Mayan EDMS system, a document management system.",,Yes,,Yes
cloned/Mayan-EDMS/mayan/apps/messaging/api_views.py,"This file defines two REST API endpoints for managing messages. The first endpoint (APIMessageDetailView) allows for the retrieval, update, and deletion of individual messages. The second endpoint (APIMessageListView) allows for the retrieval of all messages and the creation of new ones.",,Yes,,Yes
cloned/Mayan-EDMS/mayan/apps/document_indexing/tests/test_index_instance_api.py,"This file defines several REST API endpoints for interacting with document index instances, index instance nodes, and index instances. It includes endpoints for listing, creating, updating, and deleting these resources. The endpoints are protected by permissions, which are granted based on the user's access to the document type and index template.",,Yes,,No
cloned/Mayan-EDMS/mayan/apps/logging/views.py,"This file defines several REST API endpoints for error logging and management. It includes endpoints for listing global error log entries, clearing error log entries for a specific object, deleting error log entries, and listing error log entries for a specific object. These endpoints are used to manage and view error logs in the system.",,Yes,,Yes
cloned/Mayan-EDMS/mayan/apps/quotas/urls.py,"This file defines a set of RESTful API endpoints for managing quotas. These endpoints allow for the creation, deletion, editing, and listing of quotas. Additionally, there is an endpoint for selecting a quota backend.",,Yes,,Yes
cloned/Mayan-EDMS/mayan/apps/documents/tests/test_document_type_views.py,"This file defines several REST API endpoints for managing document types and their associated quick labels. It includes endpoints for creating, editing, and deleting document types, as well as for managing quick labels associated with these document types. It also includes endpoints for managing the quick labels of individual documents.",,Yes,,No
cloned/Mayan-EDMS/mayan/apps/documents/tests/mixins/document_version_mixins.py,"This file contains a set of classes that define various API endpoints for interacting with DocumentVersion objects. These endpoints include creating, deleting, and modifying DocumentVersion objects, as well as interacting with DocumentVersionPage objects. The endpoints are designed to be used in a Django-based web application.",,No,,No
cloned/Mayan-EDMS/mayan/apps/acls/tests/mixins.py,"This file contains a set of classes and functions for managing access control lists (ACLs) in a Django application. ACLs are used to control access to objects in the application. The classes and functions include ACL creation, deletion, and permission management. The file also includes test cases for ACL creation and deletion, as well as test mixins for creating test objects and roles.",,No,,Yes
